parcel_id,parcel_label,ArchiEmotional_emotional_expr_gt_control.nii,ArchiEmotional_emotional_face_gt_control.nii,ArchiStandard_audio_gt_baseline.nii,ArchiStandard_checkerboard_gt_baseline.nii,PreferenceFaces_face_gt_baseline.nii,RSVPLanguage_language_gt_baseline.nii,RSVPLanguage_sentence_complex_vs_pseudo.nii,RSVPLanguage_sentence_gt_word.nii
21,7Networks_LH_Vis_21,-0.003384807812316077,0.007794015322412764,-0.028835378810929665,0.033667478712907595,0.017307027855089734,-0.005570364424160548,-0.0059218001019741805,-0.006272655000377978
22,7Networks_LH_Vis_22,0.034501583088551106,0.0720642243087168,-0.0766365375771192,0.03203475256799522,0.17677547414731584,-0.04263221038254755,-0.06958855155639643,0.053891893018519405
23,7Networks_LH_Vis_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7Networks_LH_Vis_25,0.0,0.0,-0.014381809017827941,0.04451106028217408,0.0,0.0,0.0,0.0
26,7Networks_LH_Vis_26,0.0,0.0,-0.02132497898600169,0.00994797934437927,0.0024187950856042802,-0.000653692225547374,-0.00039891763860455144,0.0009957825567942023
27,7Networks_LH_Vis_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,7Networks_LH_Vis_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,7Networks_LH_Vis_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,7Networks_LH_Vis_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,7Networks_LH_SomMot_1,0.0008099716039436095,-0.14470400349238266,0.0064220544206238924,0.056933844214545816,-0.2146951682998435,0.03168250781380454,0.12887078851748163,0.12549132659083098
33,7Networks_LH_SomMot_2,0.05229355620414998,-0.08853168227779579,0.03218589965183818,0.10670802630150414,-0.14273463946226222,-0.005895661517193918,0.0481549652856333,-0.030838902939825042
34,7Networks_LH_SomMot_3,-0.009798384766728096,-0.12109856210141019,0.12503769800333772,0.04052817140392877,-0.12780008125811632,-0.061839666613954895,0.012202931639864096,0.00932989892685791
35,7Networks_LH_SomMot_4,0.028607940649518472,0.00968994025509136,0.08232290400025834,0.11037056024291642,-0.0018956346118681436,-0.03428225271646886,0.0046762689110179095,0.022118455582139013
36,7Networks_LH_SomMot_5,-0.03456182509189707,0.04442778900245622,0.03989096572619311,0.06698842938432749,-0.17276635485776196,-0.13953498209219148,-0.027543985045611345,0.08041266285782231
37,7Networks_LH_SomMot_6,0.011600808970074782,-0.006570989543731873,-0.06884923209888145,-0.012313610889180007,0.004855824878069922,0.004501981951516389,-0.006239681325213651,0.010905554981800071
38,7Networks_LH_SomMot_7,0.12789710726698317,0.0019383109686116856,0.016069963870075178,0.15366314754263152,-0.39497161541572745,-0.11512036020058951,-0.0900921478013169,0.12149162592305938
39,7Networks_LH_SomMot_8,0.042825463272859916,0.016797764736723987,0.07070408583079514,0.0771292732910584,-0.09406059177616906,0.0826589336912883,0.1124309121921103,0.02214377063230546
40,7Networks_LH_SomMot_9,0.09232038050397949,-0.13155785536751555,0.33362495018749166,0.10390219445722529,-0.14842516434211986,-0.17351224036988327,-0.08022337460424751,0.13819010343385052
41,7Networks_LH_SomMot_10,-0.051328539235881813,-0.03636442443913169,0.19321811560196242,0.050373706324727374,-0.0756057366722998,-0.05665092311431239,0.011189644987064396,-0.050754140431975354
42,7Networks_LH_SomMot_11,-0.05182669913770555,-0.032641243543038996,-0.013023562556100902,-0.10218226461550162,0.023848971459212335,-0.0488333159865045,0.04542236634269992,-0.0022545992386843097
43,7Networks_LH_SomMot_12,0.14649760341897933,-0.04350536736524329,0.1409496812194861,-0.04354150564723761,-0.02015691679923541,-0.04033706767844375,-0.13528974826648746,0.026305408003232018
44,7Networks_LH_SomMot_13,0.02176579417027458,-0.01013912123270048,0.015718550126628587,-0.30015706999922614,0.04543492558995033,-0.02552547832759813,-0.04906354904534591,0.04358828740880283
45,7Networks_LH_SomMot_14,0.001074796790877978,-0.03804558165071682,0.04662485401274572,-0.16450579251756828,0.12340350595955876,-0.09982655285054753,-0.1207664963211222,0.0878645273310871
46,7Networks_LH_SomMot_15,-0.05694225975386544,-0.02103311906845557,0.07405746751935603,-0.2241701246564094,0.06927975618565807,-0.0073930677493232256,0.03498150825559889,0.025651353634130167
47,7Networks_LH_SomMot_16,-0.03826552916589365,-0.07237130581556733,0.03189740769860854,-0.06678015692681047,0.276293615939101,-0.024649810488445136,-0.0946686305728138,-0.3070538074095771
48,7Networks_LH_SomMot_17,-0.016973366157389154,0.008542216366942168,0.09675564843243645,-0.103602744095791,0.24704464711163276,-0.023426906319846418,0.09801351191708818,-0.07887901298989378
